COMMIT_HASH,REFACTORING_TYPE,COMMIT_DAY,LINES_ADDED,LINES_REMOVED,LINES_ADDED_LAST_COMMITS,LINES_REMOVED_LAST_COMMITS,LABEL
8ff386ad4a8de364c3db356933406b0afa7c014e,Rename Method,345,17,12,2312,769,0
7ab90cc46b2aba9ef9450d0fcd10caaf6e00b9e6,Rename Method,344,139,155,2277,782,0
bdcd056bf56024c994dfa41ff2769bab9efd6a26,Inline Method,343,241,113,2120,696,0
ff9856072c6fd90726e64887786f1715d7995cbe,Move Class,342,211,217,2316,499,0
ff9856072c6fd90726e64887786f1715d7995cbe,Rename Class,342,211,217,2316,499,0
834fb8ecac66a46e58209632d903ce886be1c324,Extract Superclass,342,1619,182,741,365,0
834fb8ecac66a46e58209632d903ce886be1c324,Extract Interface,342,1619,182,741,365,0
834fb8ecac66a46e58209632d903ce886be1c324,Pull Up Method,342,1619,182,741,365,0
834fb8ecac66a46e58209632d903ce886be1c324,Pull Up Attribute,342,1619,182,741,365,0
834fb8ecac66a46e58209632d903ce886be1c324,Extract And Move Method,342,1619,182,741,365,0
a1d46630b9405a1728a9b0f6148e650c6d5b02f0,Rename Class,341,102,102,689,282,0
f718f237cdd12f792e86bc03da11841cfa7207cb,Move Source Folder,341,104,168,652,902,0
125dfd2bf7c99201c17a8eaa44693a8c447b47e6,Extract Method,340,84,27,688,944,0
909ee512866fdba2fa345df81441e9d93e457a38,Extract Superclass,339,407,20,3739,3886,0
25666c5d84b01239b152880d390f3c1692920fb2,Rename Method,337,44,48,3880,3977,0
3903b2b1a99bff703682dfaeda505e6ea8ea6ea7,Extract Method,336,50,19,3887,4003,0
ff77de3e95df5e058c6493a2c397289f0afa952a,Inline Method,334,67,788,3822,3217,0
d883d29c7f6f5ab08681efe390ffe05e9b66ce20,Rename Class,330,120,69,3731,3177,0
ab69171ad98b3b7e11447f04171f26b701b51054,Rename Method,327,3458,2962,874,687,0
71705f12cb007583b1251878cfda9ed700f1259b,Move Attribute,326,185,139,986,619,0
9a4f3c040d235f55b398f66c79c2991cf33dd6c6,Move Attribute,325,57,45,1943,1584,0
b573e4cb346b8f1e9d9aa7e50de9111c5acb79b6,Move Source Folder,323,2,2,6428,5847,0
c472412acd30f2916c05affeec1ad14e17f6cc7c,Rename Class,323,29,29,6410,5830,0
07cdf102c7c2fdb14b253a6bbac6d1f9cd207291,Move Attribute,323,601,472,5824,5373,0
5ec74bbdaf75003bfbc44ca31cfe030781032dd4,Extract Method,322,297,71,5540,5315,0
4b925e4e5a104357424911f4314e533525d3c160,Rename Method,319,1014,1010,4617,4368,0
4b925e4e5a104357424911f4314e533525d3c160,Extract Method,319,1014,1010,4617,4368,0
ef3896d9a0d25f1eca37d588aaf13ac7a3bc1a17,Move Attribute,316,4487,4265,333,237,0
ef3896d9a0d25f1eca37d588aaf13ac7a3bc1a17,Move Method,316,4487,4265,333,237,0
ed1a94b26bee7e3258f79153e846a71e1c74b6c5,Rename Method,314,11,12,5674,363,0
6a0e351f543e612c045f886820e1be2b0f4bf519,Rename Method,313,15,15,5764,387,0
6a7351cba5c7fbef007875dd63e47c6ab1d568fa,Rename Method,313,13,13,5813,452,0
d6338658ff02e014a8bed64365bab1e88175fcde,Extract Method,311,91,63,5932,449,0
8435e0af6f6bee71277069f58dbc09568fda69cc,Rename Method,305,203,134,5730,316,0
8435e0af6f6bee71277069f58dbc09568fda69cc,Move Method,305,203,134,5730,316,0
1dbb1661c1875a8d2dbb2e9eae44f9a7d17e61c3,Extract Superclass,305,5352,138,681,192,0
1dbb1661c1875a8d2dbb2e9eae44f9a7d17e61c3,Move Attribute,305,5352,138,681,192,0
1dbb1661c1875a8d2dbb2e9eae44f9a7d17e61c3,Pull Up Method,305,5352,138,681,192,0
0b8d94a58fe1e4961494c54b73da21d03db37501,Move Attribute,304,105,39,923,902,0
56f824fafbb62aa27c157ff70fbdf13bca2efce2,Rename Class,299,62,78,996,925,0
8d1fb5b9beedf924f78040f4fe640e9f6613a07b,Move Attribute,298,210,60,1047,986,0
fdb0970cadd774aa9a9acd32ec615b15b3766c4d,Move Source Folder,295,1,1,1689,1086,0
ba15d59b082eec2c3e2c0326fa05031b8cd72f0b,Extract Superclass,295,303,14,1685,2066,0
4a08431da153550e9848d86cc6bdfd2e7f228dc8,Rename Class,294,347,749,1364,1333,0
d9a4d1fa91275894182eacb32ec426697c53b83a,Move Attribute,294,135,101,1394,1317,0
d9a4d1fa91275894182eacb32ec426697c53b83a,Extract Method,294,135,101,1394,1317,0
5e278b4dace4e5e35f282501306bf99dc2ea00c4,Rename Method,292,261,121,1339,1405,0
7850886d509e53a57baf8fa70176ec22d89814d8,Move Class,288,643,101,698,1305,0
e79f37e8b09cacb17469ca09f72de86a537a2b56,Move Attribute,287,299,994,909,822,0
e79f37e8b09cacb17469ca09f72de86a537a2b56,Move Method,287,299,994,909,822,0
4c9528689b7bda15c4a3a6ae0276e6cf2013a4ba,Extract Method,287,26,16,905,827,0
1457a243e6684c686416f1b69e24f297faa88556,Extract Method,287,165,85,1738,1756,0
e5aa94fcc4109280e734a0c911920702af1d8c20,Rename Method,286,206,209,1721,1622,0
7e0ea097d32fa8adb342710675577becb4c715fa,Move Source Folder,286,2,1,1965,1818,0
aeda663e569c0adfa2a9c4ec9fbae923d15ebac0,Rename Method,286,510,511,1648,1625,0
e2cb914b1814cc76a7e54156b4b00338721bfc86,Extract Method,286,22,21,1793,1747,0
3d8440199d4d36d30636d6bb9174ea4b590c95c7,Rename Method,284,998,1014,830,1837,0
6756c620ba3a3f9910c88c42a5f3ab51bdb1bcff,Extract Superclass,284,189,75,653,1777,0
6756c620ba3a3f9910c88c42a5f3ab51bdb1bcff,Pull Up Method,284,189,75,653,1777,0
6756c620ba3a3f9910c88c42a5f3ab51bdb1bcff,Pull Up Attribute,284,189,75,653,1777,0
079376074c62c62653e25c9014cb52570c28290d,Rename Package,278,246,197,497,1666,0
079376074c62c62653e25c9014cb52570c28290d,Rename Class,278,246,197,497,1666,0
c04b78fe66466f9c58a54d016fdb83ce0f954be6,Inline Method,273,193,318,320,1366,0
c04b78fe66466f9c58a54d016fdb83ce0f954be6,Extract Method,273,193,318,320,1366,0
d58e15f6854e554c5b6cfa82f52bc3d9ea9ceff7,Rename Method,273,167,143,342,1319,0
d58e15f6854e554c5b6cfa82f52bc3d9ea9ceff7,Inline Method,273,167,143,342,1319,0
d58e15f6854e554c5b6cfa82f52bc3d9ea9ceff7,Extract Method,273,167,143,342,1319,0
ea60ce5e89bc66bc77b96dd65f1c41853ef40a31,Rename Class,272,35,1104,445,235,0
c79d55235dbce60a428b086705944684edb57b78,Move Class,266,12,15,493,283,0
302d7ccf3a8f39608cd7356390af5c7e3e27cea5,Rename Method,266,90,86,564,274,0
3ef3996da1ad6153714c77637440b4672e84c164,Rename Method,266,16,18,579,287,0
6555f35e3d4a01b8ad426f846cda78ba4372e868,Extract Method,265,189,96,430,200,0
6555f35e3d4a01b8ad426f846cda78ba4372e868,Rename Method,265,189,96,430,200,0
884d2fb89043b28373da665da41986e6f9c944b6,Move Class,262,138,20,315,200,0
ca40259cc366e6f302169d561680b047d8b498eb,Rename Method,261,60,63,318,262,0
53bf61c31f772ecd4cc50cc21e9760b91d16e567,Rename Method,250,161,77,168,196,0
53bf61c31f772ecd4cc50cc21e9760b91d16e567,Inline Method,250,161,77,168,196,0
53bf61c31f772ecd4cc50cc21e9760b91d16e567,Extract Method,250,161,77,168,196,0
1232cb3ae0079c69a05be55979f33a0856be1777,Rename Method,246,31,31,207,189,0
02d58df3cd6f99e663c0815f149a3afb4cff5d78,Move Class,246,40,9,362,298,0
4657348384a8f1d59d36412e7fb511b114d89fe0,Extract Method,244,23,20,622,382,0
ebb1a40e6feb169b8f7e849273f74a7799dcea07,Rename Method,243,63,125,779,486,0
ebb1a40e6feb169b8f7e849273f74a7799dcea07,Inline Method,243,63,125,779,486,0
315385106c8f0f96d0ceb924e7af978cbcbf88f4,Rename Method,242,11,11,808,517,0
b3118c42bde6473b4bbe7cdcd3e4779096cac94c,Rename Method,242,70,24,742,497,0
9c7ba7958d6edb542df8548dd73080ee56447d12,Extract Superclass,242,195,118,647,439,0
9c7ba7958d6edb542df8548dd73080ee56447d12,Rename Method,242,195,118,647,439,0
9c7ba7958d6edb542df8548dd73080ee56447d12,Pull Up Method,242,195,118,647,439,0
9c7ba7958d6edb542df8548dd73080ee56447d12,Pull Up Attribute,242,195,118,647,439,0
e54752318b2dac66dfab9cc27028dfaaf88f12df,Move Attribute,242,283,104,408,347,0
2d3bb1cae73ae8eecd883b13b6799f3bc5e6d57e,Rename Method,240,220,229,192,126,0
dce0a60d4222cda983bd523e723f89503c20e36c,Rename Method,239,40,42,153,85,0
10febdfc237283c6a2dcc6d48b82f3cf1038f7a5,Rename Class,239,4,4,151,83,0
32ac35817d43678f9bc34f20a4619cf2b56343f3,Extract Method,239,100,60,53,26,0
a0ed3b1b3c4eff5176c21261859cb1c2e2e8b314,Extract Method,239,44,12,442,103,0
04e818de7c868034895bd5bc0f9014ad727eb987,Move Source Folder,238,4,8,504,143,0
4d3465c524bc114a1078417f07b8566142b01ce3,Move Source Folder,238,1,1,617,213,0
cd6b3b912dc56ff99e57c92a4762c22f89853385,Move Source Folder,238,2,2,885,536,0
61ecd2b3bc74f9138be968cc4cc4f177796e7b46,Move Source Folder,237,2,3,1425,1044,0
ea962c1cb8317ebdb948050f3563d2e37bef817c,Inline Method,237,433,89,1164,1102,0
679545c9710dfc5594953383a3265a1a8c4815e7,Move Source Folder,237,66,48,1295,1176,0
c9d4c6b5188713e3b9a82be7e369787ab24cd10d,Move Attribute,236,114,71,1644,1129,0
c9d4c6b5188713e3b9a82be7e369787ab24cd10d,Extract Method,236,114,71,1644,1129,0
4469ea6b2d5b5a068dc924353f988d964a3bb669,Rename Method,236,270,325,1634,810,0
ed2332a6752a9f6901766e1e6eeeba956a43aab4,Rename Method,235,542,511,1435,404,0
77b0a6969dbdef811823438b0ac8c446c0a1d4e2,Rename Method,234,172,147,1421,272,0
54bc596edb3e8e464a7f3581bce50a343c413c0e,Extract Superclass,230,197,122,1698,557,0
54bc596edb3e8e464a7f3581bce50a343c413c0e,Pull Up Attribute,230,197,122,1698,557,0
9cfd4a559f79f2c9ddc09a8e9a8f0485ae7748b0,Move Method,228,463,24,1481,770,0
fcb56418f4a74e29fce142628fb86c8843741efb,Extract Method,226,260,6,1330,868,0
6f8f9f3eacc025ba9b8b834e58d1ba9856a94fec,Rename Method,225,343,105,1481,839,0
697bb57a8af17b0295c61daba7d6bd8ea93510fc,Rename Method,224,158,15,1864,1051,0
70a6018e0a8a09c84a2d0481178996d8f317783b,Move Attribute,223,474,407,1398,684,0
70a6018e0a8a09c84a2d0481178996d8f317783b,Move Method,223,474,407,1398,684,0
f799d2d165a0c6620a86b682e5390710959c2bc7,Rename Method,223,246,237,1491,517,0
f799d2d165a0c6620a86b682e5390710959c2bc7,Extract And Move Method,223,246,237,1491,517,0
f9079a28401e3a2d291915dcde8804d1e40ae0d2,Extract Method,221,109,104,4500,674,0
cef1465c700ef4afda4fb58bff6d47d89a122d74,Move Attribute,218,494,76,4340,664,0
cef1465c700ef4afda4fb58bff6d47d89a122d74,Move Method,218,494,76,4340,664,0
c05ba37751286399742c50ddd6ada8b9cb2f432f,Rename Method,216,541,227,3960,472,0
c05ba37751286399742c50ddd6ada8b9cb2f432f,Extract Method,216,541,227,3960,472,0
6afc7205e1fe94ce7ea45b94b42410f17810ca1a,Move Attribute,212,8,40,4199,525,0
518da3dc121dc59e2a8945fe7ebf5d080bfe3a4a,Move Attribute,210,339,70,4050,588,0
885711a5d1c1ee0083902f8ab56cd19d599862b9,Extract Superclass,209,3118,261,1192,525,0
b722a93e76b0fe02a363d37b5e31fcea6fb5cf1e,Extract Method,204,334,66,859,460,0
b722a93e76b0fe02a363d37b5e31fcea6fb5cf1e,Extract And Move Method,204,334,66,859,460,0
90b285a8b52bd3416434a4efbeb638a2e71f095d,Rename Method,203,161,35,698,425,0
90b285a8b52bd3416434a4efbeb638a2e71f095d,Extract Method,203,161,35,698,425,0
5f1fabe5b106072df559951771c3e6b6ef9def59,Move Attribute,200,247,93,616,478,0
be6e82c0cde03128bed88038fca71ccba027fddb,Move Method,200,190,133,468,390,0
49b5c9767c84c6764c84ebb5d6e152067f79afd6,Extract Method,198,260,198,359,353,0
1bdcae15c39277c1ff61e93ba311d373448a8229,Rename Method,197,1,1,358,352,0
c2b916956c1790c526b90103dc3659b2473557bb,Rename Method,197,0,0,438,425,0
c2b916956c1790c526b90103dc3659b2473557bb,Extract Method,197,0,0,438,425,0
c55cdfa3ee27b367b0ac0af79877c8b6eb9d3ae1,Extract Method,195,165,146,347,677,0
7ac3a51851de20dcdd115a00c77dec086f7b2809,Rename Method,195,42,45,448,669,0
2ff0fc8245edd8245334b8fc8472130ea22d600a,Rename Method,194,151,161,367,525,0
607d6d40a40c9fe39fc606786393ea0e7423319c,Rename Class,193,0,0,382,530,0
59636c05c733bb24b05629513d203ecd4600bc30,Extract Superclass,192,80,73,1906,2876,0
59636c05c733bb24b05629513d203ecd4600bc30,Rename Method,192,80,73,1906,2876,0
26ccca8c21c0760104e2b2c9d13e19d087cc2116,Rename Method,190,74,398,2004,2517,0
0ee94d9595d8b080deebd6c1be346a61286432ba,Extract Method,190,143,37,1969,2565,0
4f5823e54d4426b412b2658a7c1c6c2b2f8d5349,Extract Method,189,70,17,1932,2554,0
6921ea5e414038de2dbce4213a838770fed9b174,Extract Method,189,15,5,2139,2693,0
77dd50208d1b1342131044a0e074dc1c9673418a,Move Source Folder,189,1604,2419,549,288,0
055cd0d3676f5490fc63c45c4a6d9ae744530db5,Extract Superclass,188,172,39,829,334,0
80665f58fa8e96cadfb9e4717ac02530f322064e,Rename Class,188,108,85,848,375,0
cdda0cac5f96a65a3e0b947862ed9c7e635c2454,Move Source Folder,186,33,6,884,426,0
080a1590d6116ec649e7abaec5e186a7a7ce370d,Move Method,181,222,144,1363,886,0
640ccc84a9411b131ea06d0174f17ff640e3d949,Rename Package,175,14,14,2048,1007,0
2c6df4b372cbf6f1a3bb4ce6ab4097be776a7824,Move Attribute,174,452,85,2228,1741,0
2c6df4b372cbf6f1a3bb4ce6ab4097be776a7824,Move Method,174,452,85,2228,1741,0
be8b26b321cb25e5b9d8ccecc63a07e82fd0f4de,Extract Superclass,173,127,126,2225,1678,0
7816317f2cb6f089bf4b25cda64ddf2b865b50a5,Move Attribute,173,69,57,4298,2090,0
13b86029584cfa95cf9e25726d2bb0a61a134fd6,Move Class,171,701,604,3728,1540,0
13b86029584cfa95cf9e25726d2bb0a61a134fd6,Extract Superclass,171,701,604,3728,1540,0
13b86029584cfa95cf9e25726d2bb0a61a134fd6,Pull Up Method,171,701,604,3728,1540,0
13b86029584cfa95cf9e25726d2bb0a61a134fd6,Pull Up Attribute,171,701,604,3728,1540,0
6be531a6c64dce5b9a8532ec2929007859390d62,Extract Method,170,699,135,3370,1545,0
5ab99e3b59e43336ab563cd4ff0e751c346e96a1,Extract Method,169,632,819,2960,813,0
e9b8df529538d9ee7f0c22ca37b94839742db74c,Extract And Move Method,166,124,63,2965,762,0
ad90728d8565285905e1c84cb726628b4a614850,Move Class,165,2142,469,953,341,0
ad90728d8565285905e1c84cb726628b4a614850,Rename Class,165,2142,469,953,341,0
312c94b4d31dd13d1fdde2f36b652e0b68cc3741,Extract Superclass,154,131,54,969,332,0
312c94b4d31dd13d1fdde2f36b652e0b68cc3741,Pull Up Method,154,131,54,969,332,0
312c94b4d31dd13d1fdde2f36b652e0b68cc3741,Pull Up Attribute,154,131,54,969,332,0
2faf9e7056abb7cb0feeef7b45a64109a38854bc,Extract And Move Method,152,341,140,785,209,0
c52713925e8ae0e68710f7aa43dad85dfe86e96f,Extract Superclass,151,222,87,1351,557,0
c52713925e8ae0e68710f7aa43dad85dfe86e96f,Pull Up Method,151,222,87,1351,557,0
c52713925e8ae0e68710f7aa43dad85dfe86e96f,Pull Up Attribute,151,222,87,1351,557,0
c52713925e8ae0e68710f7aa43dad85dfe86e96f,Move Method,151,222,87,1351,557,0
db52a8b847e3ebeb00649bf8a146a76856279207,Extract Method,151,129,12,1272,547,0
adfba206c311cfb85fa6127826d39265c1311677,Push Down Attribute,149,130,48,1367,702,0
adfba206c311cfb85fa6127826d39265c1311677,Extract And Move Method,149,130,48,1367,702,0
56311e3595e3fb0099a926b6a3b6137ed6bbb7f6,Extract Method,143,147,45,1821,785,0
7c7c09b2fbe85da739398dd54fada5e89d612bf1,Move Class,142,157,17,1667,771,0
566653cbb5b946db99211e2f3e1fc08f43c3b39d,Move Attribute,141,788,435,1330,654,0
566653cbb5b946db99211e2f3e1fc08f43c3b39d,Pull Up Method,141,788,435,1330,654,0
566653cbb5b946db99211e2f3e1fc08f43c3b39d,Move Method,141,788,435,1330,654,0
4b11a44d63084e605023729604b38ff1153df103,Extract Method,139,50,2,1298,670,0
9aea573819f8e6afea83e8b426580b9ab37d83b6,Extract Superclass,137,225,203,2044,635,0
9aea573819f8e6afea83e8b426580b9ab37d83b6,Pull Up Method,137,225,203,2044,635,0
9aea573819f8e6afea83e8b426580b9ab37d83b6,Pull Up Attribute,137,225,203,2044,635,0
f2582b02497c6956ee41d0eab18866f5129d8ed7,Move Attribute,136,601,128,1478,536,0
54c282436c214f38cc03501df6047264a7e90f87,Move Source Folder,135,3,3,2070,937,0
380dc67fe84e7c62c419dc79e2e69f831346dd1f,Move Attribute,135,451,318,1691,659,0
380dc67fe84e7c62c419dc79e2e69f831346dd1f,Move Method,135,451,318,1691,659,0
bb60858e0a5a9feb6a8d79c7acff3c68c61a6be4,Rename Class,133,18,18,1765,700,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Rename Class,133,971,168,906,657,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Extract Superclass,133,971,168,906,657,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Pull Up Attribute,133,971,168,906,657,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Rename Method,133,971,168,906,657,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Extract Method,133,971,168,906,657,0
5d977bc6fad9043b8bba66abe87b80584fda099b,Pull Up Method,133,971,168,906,657,0
6b2d5dbc6678cf0dd4e43c58d73d1f78b10ee212,Move Source Folder,131,35,29,935,665,0
62313ffa092ed511b5c4f087733a208fa68671e3,Rename Method,129,595,404,707,458,0
dc88a6a8a60803d8e2b5c29c5d8fc42b00aca2d6,Rename Method,129,72,40,713,438,0
5cacc87b305479a5ca9d198c7a10ae28eaa40e7e,Move Source Folder,128,92,59,632,397,0
9df13084d973629c8e7a8fe64397ebaada86a0cc,Rename Method,125,112,125,559,311,0
9df13084d973629c8e7a8fe64397ebaada86a0cc,Inline Method,125,112,125,559,311,0
b61b752b0b6c3e72f47b177dca74ec7b98e0fc0d,Extract Method,124,64,37,815,527,0
b61b752b0b6c3e72f47b177dca74ec7b98e0fc0d,Rename Method,124,64,37,815,527,0
44c93480ec263c01821e384ec36053a9975ed7b4,Extract Method,124,367,197,616,353,0
940e73a48fba9c8045cbdf473f616a1336926ed5,Rename Method,124,78,20,951,617,0
b7d827f1761b996101878d593025d7ca93488d70,Move Attribute,123,11,18,1064,615,0
6a54b70eda8746f2372b3a69509cddedfbfc35ee,Move Source Folder,120,39,39,1030,594,0
3e463a3a485dbbca0b5a19fadfd0a43ba04cf1a8,Move Attribute,120,320,253,903,353,0
3e463a3a485dbbca0b5a19fadfd0a43ba04cf1a8,Move Method,120,320,253,903,353,0
82e0f8b36a68ad1a854210373538aa3d9ad0533b,Move Attribute,120,168,23,738,333,0
76e3be47942426345bd385faecc40cd3464ac2f4,Rename Method,117,413,284,573,324,0
e7e9ce25b3450a728ce668c5e50da045911df571,Extract Method,117,124,16,552,332,0
3c3338d7a09bfc53c8f78b0df499a3ea8661470e,Move Source Folder,116,5,18,836,376,0
32bae69a93ab20153307033708eae6fc516cc884,Extract Method,116,193,12,691,440,0
963be927350de6fd6bdcf79f33f83b36a80b9178,Move Source Folder,115,3,3,792,510,0
2a0882c2e090b0cc9403e0a7f3028bdd1dbe83f1,Rename Method,114,248,275,708,282,0
cc7960e222f72a06173a8a61192ac71feefcf125,Extract Method,111,103,24,818,353,0
8f462fd4658716c92abf12552024c1f89b027c47,Rename Method,111,289,62,607,317,0
6b561fe03bf19fe212bdb124014b4ffa62322666,Extract Method,110,48,76,729,406,0
145eaa01ae310de40d07299ba2e1eca10b36367c,Extract Method,109,104,73,653,361,0
6986c9791e68dafbdf705d0cb2cb4ddc7d09bb1b,Rename Method,108,164,47,509,334,0
529cb6a2a27e7ed0d8e28bb1ce406ebb8cdd9946,Extract Method,107,213,95,1390,1163,0
529cb6a2a27e7ed0d8e28bb1ce406ebb8cdd9946,Extract And Move Method,107,213,95,1390,1163,0
f61604a414b0a1c419f6961c500010cad2de0125,Rename Method,107,78,26,1598,1474,0
fc3922375b0624df6d883dfbb04c28d185e27cb9,Inline Method,104,170,165,1622,1354,0
5929047ca409ad6d9093d6b8250ed5795be487d9,Move Attribute,97,28,28,1682,1358,0
113958dc283d2c8fe22d0236449f9cc8e0aafbe5,Move Attribute,97,20,20,1748,1415,0
6a3ab124c28c028cdc5ea81281c6896dc9aac5e3,Move Attribute,97,1094,924,953,495,0
6a3ab124c28c028cdc5ea81281c6896dc9aac5e3,Rename Method,97,1094,924,953,495,0
6a3ab124c28c028cdc5ea81281c6896dc9aac5e3,Inline Method,97,1094,924,953,495,0
6a3ab124c28c028cdc5ea81281c6896dc9aac5e3,Extract And Move Method,97,1094,924,953,495,0
6e14b773073578b557f31495c25c95719cbe3afd,Move Attribute,96,286,337,668,159,0
6e14b773073578b557f31495c25c95719cbe3afd,Move Method,96,286,337,668,159,0
a335962ed14596bb3f5343b58b46b70a66714aa1,Extract Method,90,194,45,474,114,0
27d1810b1d9c3aa70d20991edad18f0cff89bfc7,Extract Method,89,88,32,559,325,0
418edd7ab7f794148a4e7497d44f47d2f05e63e2,Move Method,89,86,77,699,332,0
2c8231324cab192bceabd082c34a0c1fca2ef942,Rename Class,89,299,4,524,365,0
2c8231324cab192bceabd082c34a0c1fca2ef942,Extract Method,89,299,4,524,365,0
4b36470758efc335814ae974ee3e27cbcba31d5e,Move Source Folder,88,1,1,635,385,0
b5fd817bd0db926404d0856689dd3a4adc3f7b6d,Move Class,88,0,0,677,573,0
b5fd817bd0db926404d0856689dd3a4adc3f7b6d,Extract Method,88,0,0,677,573,0
ea0526d90c83bca1e2411e096c35bd15baa9d994,Rename Class,88,173,243,732,429,0
ea0526d90c83bca1e2411e096c35bd15baa9d994,Move Method,88,173,243,732,429,0
2d614196ee211443fde70632af809c9dfe20fac1,Extract Superclass,88,226,84,924,1150,0
2d614196ee211443fde70632af809c9dfe20fac1,Pull Up Attribute,88,226,84,924,1150,0
2d614196ee211443fde70632af809c9dfe20fac1,Move Method,88,226,84,924,1150,0
ecabc87b2cc05112eca4d00932b2b2aad755ce12,Move Class,88,124,37,1095,1222,0
3b2dcce9b164af203615777a9b187eb816206b7b,Extract Superclass,85,112,21,1014,1232,0
3b2dcce9b164af203615777a9b187eb816206b7b,Rename Method,85,112,21,1014,1232,0
3b2dcce9b164af203615777a9b187eb816206b7b,Pull Up Method,85,112,21,1014,1232,0
3b2dcce9b164af203615777a9b187eb816206b7b,Pull Up Attribute,85,112,21,1014,1232,0
831674ba487e0b3e9274e54a4a60863c98ee3261,Rename Class,85,42,188,2071,1302,0
bde0e0f1e1cf141767a8abd7ef05eb6d324e9f40,Move Class,84,228,99,2158,1432,0
bde0e0f1e1cf141767a8abd7ef05eb6d324e9f40,Rename Method,84,228,99,2158,1432,0
51571e341b1996798285fafd2f22e5fe832f8c67,Rename Class,84,418,805,1830,691,0
51571e341b1996798285fafd2f22e5fe832f8c67,Rename Method,84,418,805,1830,691,0
74c87affe9354bd56c75e418c35dff1d79b06e40,Rename Class,83,295,109,1582,617,0
74c87affe9354bd56c75e418c35dff1d79b06e40,Rename Method,83,295,109,1582,617,0
74c87affe9354bd56c75e418c35dff1d79b06e40,Move Method,83,295,109,1582,617,0
59493c00be4a32e36381a9f856120f13fbb00f92,Rename Method,82,31,31,2114,700,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Rename Class,82,1099,258,1728,475,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Extract Interface,82,1099,258,1728,475,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Extract Superclass,82,1099,258,1728,475,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Pull Up Method,82,1099,258,1728,475,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Pull Up Attribute,82,1099,258,1728,475,0
51c9684c6ed2b30a51fc5f004c0fece4e4ccca9f,Move Method,82,1099,258,1728,475,0
1915f9c9e595d193d4a9ef2e176706ce1ddaea8d,Move Method,82,315,229,1626,454,0
ff7dd2ba144b944e14075f413b66d96fb7b7e36e,Rename Class,81,90,64,2019,672,0
e967007c44d3e83096bd0ce1ff4fcb57543ab25c,Rename Method,81,47,35,2226,801,0
5c1a37084751db70fbace4362cd7583758fdfc11,Move Class,81,563,114,1703,727,0
5c1a37084751db70fbace4362cd7583758fdfc11,Rename Class,81,563,114,1703,727,0
5c1a37084751db70fbace4362cd7583758fdfc11,Extract Interface,81,563,114,1703,727,0
8a9cfb1314f726a158021723117d2469eb98122e,Rename Class,81,713,33,1385,712,0
8a9cfb1314f726a158021723117d2469eb98122e,Extract Method,81,713,33,1385,712,0
8ddc74f7884e9ee0f3cb4376bff8b0c78d36e6be,Rename Class,80,213,208,1413,569,0
2372a30b447dc916fb7617834d5abd17fc1c872d,Extract Method,79,483,282,976,341,0
501ec3b340940d7226f3220914c716a7faa3335d,Rename Method,76,254,164,1167,329,0
501ec3b340940d7226f3220914c716a7faa3335d,Inline Method,76,254,164,1167,329,0
14fa553c4a64076a1dc490dac213a8445546420c,Rename Class,74,40,40,1286,382,0
ad1ab330366240fbcdc6a8c11455c5229c236a3f,Move Class,70,395,18,1252,642,0
60b4656511b13d2f5c831b0d80a0c64da17b8a0f,Extract Superclass,69,241,65,3537,5274,0
60b4656511b13d2f5c831b0d80a0c64da17b8a0f,Pull Up Attribute,69,241,65,3537,5274,0
b6cd608cf0fb3af82fa5dfb1c6179f1466d4634e,Move Method,69,46,54,3532,5228,0
b6fa09d32105ed84b87bc80b3a4ff17ba936a0d9,Extract Method,69,445,152,3129,5110,0
da637564cb5aa84de8d1099e0ec86e7a289a53d3,Rename Method,68,159,93,3132,5027,0
adde6f1f6aa3d2b1ade4bb0819264e13943ed7fe,Extract Superclass,67,361,278,4098,4846,0
adde6f1f6aa3d2b1ade4bb0819264e13943ed7fe,Extract Method,67,361,278,4098,4846,0
2e4e4d0046563ef1498b246ff621b8b7951819d0,Move Class,66,2526,4697,1621,190,0
2e4e4d0046563ef1498b246ff621b8b7951819d0,Rename Class,66,2526,4697,1621,190,0
1bab0d1f0a8d03310057797b4d6508d7ad980cf7,Extract Method,63,41,8,3423,2613,0
7a44952e61ba9c8e0711a5b689b79f7030224902,Push Down Attribute,62,42,34,3753,6698,0
40077a970e113b3ce5c0d398cc889c40cec6a75a,Rename Method,61,162,10,3642,6733,0
1b9e0783bae6689c9a5d164bdd22c5bc6fa35e93,Move Class,59,1327,97,2500,6807,0
1b9e0783bae6689c9a5d164bdd22c5bc6fa35e93,Rename Class,59,1327,97,2500,6807,0
1b9e0783bae6689c9a5d164bdd22c5bc6fa35e93,Rename Method,59,1327,97,2500,6807,0
a752b50c3ff1e99508991779daf0fcbb864f2c7d,Rename Class,58,49,41,4408,6948,0
