COMMIT_HASH,REFACTORING_TYPE,COMMIT_DAY,LINES_ADDED,LINES_REMOVED,LINES_ADDED_LAST_COMMITS,LINES_REMOVED_LAST_COMMITS,LABEL
23df647cf944b6c33ab23f0433305c153e247839,Move Class,6421,19,14,957,42,0
0a2576bbf0225626c1e2af1ade360ac15675fb65,Move Class,6420,21,16,939,32,0
a0dd0a5298bb8447511759a869956ac448220db5,Move Source Folder,6170,40,3,1101,29,0
1661dbe6278577d344ebe1592308671a7c27bef2,Move Source Folder,6169,108,1,996,31,0
49d15d8f0c66f1b41c1aab24430f129388826e89,Move Source Folder,5625,748,22,294,9,0
49d15d8f0c66f1b41c1aab24430f129388826e89,Rename Method,5625,748,22,294,9,0
7c8f368d5ac2d312b6d64602ee91c426e2f49d11,Move Source Folder,5623,40,0,312,9,0
75c364438d3f9658d81079f2a7fce3d643bd3591,Move Class,5566,3,6,365,3,0
75c364438d3f9658d81079f2a7fce3d643bd3591,Move Source Folder,5566,3,6,365,3,0
ff5f4303ef57bf7cce290c547f2a4d820429d8a9,Move Source Folder,5566,202,0,305,3,0
8d3c42b8c481282eadaa5b652811ac26c1ee2cd8,Move Source Folder,5565,3,3,527,14,0
16804a286b70636120794b94089180656eaa12c1,Move Source Folder,5565,46,0,483,15,0
a9f11fc4f5062087277ee7038490d6aaa372e242,Move Source Folder,5565,58,0,520,15,0
ae1090ee12a0321d2ff5c9421b7a9fcfd0f6a9db,Move Source Folder,5565,56,0,516,15,0
ccee1595ecb4171f5a912d59e3e7aab134967459,Move Source Folder,5565,142,0,459,15,0
a29f879ea7cb08ea12d1149157c1ec41ba2f2ff3,Move Source Folder,5565,225,14,285,1,0
7eaff809631a32161dcd1b90d3437d6e4f3afbff,Move Source Folder,5565,2,1,387,2,0
697ebe4291c77e6d94d5a2c440c5e22af65d4718,Move Source Folder,5565,95,0,374,2,0
d046d025c91763fd8b1021746f3b95b80a3e66d8,Move Source Folder,5565,52,0,407,7,0
639b6f01baa7f8795dae0fb2c44ae23c6a4cab52,Move Source Folder,5565,85,0,403,7,0
96f38ca3062112d52d961a08b9ba73c1ae94b95c,Move Source Folder,5565,51,0,428,7,0
1c1575d1c0ef50a256158815ce760a7d6caffc86,Move Source Folder,5565,104,2,385,5,0
88eb09841d382c028ab0f06d475efc602d0bc2c0,Move Source Folder,5565,82,0,378,5,0
3d699129865ceb94461ffdaff5ac5ea50c9152d0,Move Source Folder,5565,85,5,350,7,0
a9c4a6373d2a1c670d11d5a75a03f5dfb0bcbbe0,Move Source Folder,5565,81,0,322,7,0
a77de157d587ec6fa9c97956bc6afc5f65ec732c,Move Source Folder,5564,76,0,265,55,0
1f8488f4813df2ef427a7fc347fe65828f381bd6,Move Source Folder,5564,61,0,242,66,0
3822944497a53126d02455fb667440b98541503e,Move Source Folder,5564,75,0,167,66,0
7a263be7a4b70d6ac2ff9d2fa592ef18831bdf7b,Move Source Folder,5564,57,7,110,59,0
44e08f6e19893b4f306cbdaadbc33773d2326333,Move Source Folder,5564,53,0,2136,1678,0
93d90414bd311906f63b8d3a540f0bc96dbae033,Move Source Folder,5564,19,48,2153,1657,0
1be6c3dcee234f70f369ac15057b8f349a75aa07,Move Source Folder,5564,38,11,3379,1730,0
baee4c4db62a536b526086ae1249e0d0c2a18259,Move Source Folder,5564,0,0,3424,1823,0
1382a7a4ec027e6a568bf36ea967f24f38bcf553,Move Source Folder,5564,0,0,3697,2030,0
ebb5fa6a81ee7379899a1b1779c414550bd5c728,Move Class,5196,2079,1619,1809,436,0
ebb5fa6a81ee7379899a1b1779c414550bd5c728,Rename Package,5196,2079,1619,1809,436,0
ebb5fa6a81ee7379899a1b1779c414550bd5c728,Extract Method,5196,2079,1619,1809,436,0
ebb5fa6a81ee7379899a1b1779c414550bd5c728,Pull Up Method,5196,2079,1619,1809,436,0
d81e977f109ea02fed99af766c8f9e2d5cfdc849,Inline Method,5108,36,27,1978,506,0
3337ec1f1ed78f17edc56500c2428f7d4fb69bb6,Rename Method,5062,1264,84,714,422,0
b34d212ded3c46efc7f657e3797d5d4ba89f3683,Extract Method,5053,45,93,865,1081,0
4fdce1d4ab530631113fcc820f5f335c8ba89e5b,Push Down Attribute,4869,273,207,852,1060,0
4fdce1d4ab530631113fcc820f5f335c8ba89e5b,Push Down Method,4869,273,207,852,1060,0
f91fe2c4c0207d277e39c74f052137f3a1db93e9,Extract Method,3053,191,25,1016,1091,0
888883e7515f31013818b998687ac8c9474b31c2,Pull Up Attribute,3004,205,97,824,1007,0
888883e7515f31013818b998687ac8c9474b31c2,Pull Up Method,3004,205,97,824,1007,0
e6791f6c134e7a6069644d19d8babbeb2a6dc10f,Move Source Folder,2841,0,0,842,1015,0
a466bde02f02d0b60678fe11c67a58bd065e36b3,Move Class,2809,196,752,742,352,0
a466bde02f02d0b60678fe11c67a58bd065e36b3,Move Source Folder,2809,196,752,742,352,0
a466bde02f02d0b60678fe11c67a58bd065e36b3,Rename Class,2809,196,752,742,352,0
f7756c0e6bfa8b853b0a31cbfa567d78fc8c60cd,Rename Method,2809,260,186,17456,1282,0
f7756c0e6bfa8b853b0a31cbfa567d78fc8c60cd,Extract Method,2809,260,186,17456,1282,0
97e5dc036ed63cb1de9591eac2189df2adf37a45,Extract Method,2801,355,56,17166,1292,0
d2bb86298a88300fe197636f4e00efffa7e72369,Rename Method,2623,13,13,17187,1298,0
448795dd3c9d09d73dcc5feb99499913b50d03cb,Extract Method,2621,18,8,17197,1299,0
e4255f112dbeb096f2a0a8944a141f88cce70de4,Extract Method,2603,96,89,17133,1220,0
8778256e6683f77bb2fd2bb9023a0ab7f3d9d4e4,Move Class,2599,16974,1116,275,149,0
8778256e6683f77bb2fd2bb9023a0ab7f3d9d4e4,Extract Method,2599,16974,1116,275,149,0
8778256e6683f77bb2fd2bb9023a0ab7f3d9d4e4,Extract And Move Method,2599,16974,1116,275,149,0
50f1dd1a1baa840eadc226c9ac7f5b528d66cd89,Move Class,2593,65,66,234,93,0
6ee6c5097c6d0ec36a96f52a6ada20565f144978,Move Class,2593,34,19,382,157,0
6e84775aca8d95ccdf04613c82d9fc3de2d16e7d,Extract Method,2589,28,9,423,265,0
7a02de6fbaa8a4e4c04e182661ed8d1477a4395a,Rename Method,2549,32,10,697,707,0
9da8b2e5f5cca56f9e5c71afd516aee5da1e4f0d,Extract Method,2548,116,45,1103,860,0
fd9babca58ad4f65c7268ea9ffcc4d436a7a5407,Extract Method,2400,24,10,2338,1584,0
b4af375d77eba5b470a893a910152f7982511969,Extract Method,2315,182,83,2973,1799,0
1fffe7993eba309b105a0aa42c771d3e3f2becdf,Pull Up Method,2314,69,117,3142,1778,0
b36fe29a23853bd915e06eeb30afca755e27d626,Extract And Move Method,2312,306,452,3526,4863,0
07f1a377d70b508e2b0dbde6e3d495aeaf4cbd8b,Extract Method,2303,522,198,8676,8590,0
5b5281d24460c5b166657572d1b38a889d63500d,Rename Method,2299,1259,734,7634,7874,0
5b5281d24460c5b166657572d1b38a889d63500d,Inline Method,2299,1259,734,7634,7874,0
edf3a2a0690dfce75e9c2b6de92930297d34e7f6,Extract Method,2286,817,298,8810,13760,0
f2c613eb368bd9221c052cf97bdf19177eb0f09b,Extract Method,2281,238,96,8630,13691,0
db75e38721220b133ea16a978a17172455282ab9,Rename Method,2275,690,3537,8911,10961,0
71db2a842849b75afecc3d17ade19ef7e1c6a7cd,Extract Superclass,2272,5672,3925,3309,7081,0
71db2a842849b75afecc3d17ade19ef7e1c6a7cd,Pull Up Method,2272,5672,3925,3309,7081,0
71db2a842849b75afecc3d17ade19ef7e1c6a7cd,Move Method,2272,5672,3925,3309,7081,0
9264dea74a341826195ca54a7fbec3c433a876c7,Rename Method,2257,217,18,3098,7066,0
c74d201b6d61d8eeee630b6b07304f7f27436873,Rename Method,2245,1993,6184,1225,965,0
b5ab34f9db953c396fb89bd85fa79c93c4f7fa14,Extract Method,2174,58,27,1303,1011,0
91ec9cc8f7e4c468df0fb8326e2ecb680b373fc8,Move Method,2170,971,807,30919,4020,0
144be6185cd44a8d73a8ec40205a96127a8ab3df,Move Class,2140,70,45,30855,3975,0
225c411c45d7c026292c5a254ff5125b86333a99,Move Class,2139,6,3,30954,4086,0
9933cc80df45ec2f961787cc9dd64b6f20eccd5a,Extract Interface,2137,120,83,30847,4007,0
24e8e99d0981eaeb4e2fdcd5c7bdbe401761b8c3,Rename Method,2131,136,73,30967,3990,0
24e8e99d0981eaeb4e2fdcd5c7bdbe401761b8c3,Pull Up Method,2131,136,73,30967,3990,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Move Attribute,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Extract Superclass,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Extract Interface,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Extract Method,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Pull Up Attribute,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Extract And Move Method,2129,30587,3816,563,609,0
3f7a8db274c0b06fc5afd7d73c53710565a26810,Move Method,2129,30587,3816,563,609,0
95d6c5ee9b7bf1d2c1f3bcc7050bf7cf6a90816e,Extract Method,2125,6,0,1734,1314,0
6cd62e3c57ab63e80add7ac7fe9ac5d87d2e6334,Extract And Move Method,2118,105,114,1732,1309,0
e050073d1d312fcfd42d1b284230d3a5ff688377,Extract Method,2105,13,4,2429,1972,0
4f58eeca267da1b830bd674a31efd8d115287007,Extract Method,2090,256,56,2687,2256,0
237eed909cab3d929a6072ee142ca9f81af3b662,Extract Method,2030,183,435,3342,2484,0
c81fb21d886c0f66fea3701db53e39483d48c15f,Extract Method,2029,1177,705,2243,1821,0
ec1ca860833540aa4c764350786857954ba5cbe1,Rename Method,2002,103,109,2611,1844,0
e699ac10d4921fc7779a2e8a108aa1f7a1cba6f8,Rename Method,2000,710,667,3825,1798,0
4ca64fc2b6fec99567ef6e31ff5c516a47cde3c0,Move Attribute,1999,514,340,3364,1473,0
dae2a61312e1d675fc7347902e2c373b390c7bda,Extract Method,1989,838,663,2613,858,0
49e4c3b88581a24b031bc00ec3649ccf8612a3e6,Extract Method,1988,78,42,3042,1230,0
0a8b80c3ab550c34cac14e8383b5e09059489bdf,Extract Superclass,1983,471,132,2681,1139,0
0a8b80c3ab550c34cac14e8383b5e09059489bdf,Pull Up Method,1983,471,132,2681,1139,0
5ce5d99d35250fd234370122a889772197e2cfef,Move Class,1964,1924,621,774,527,0
5ce5d99d35250fd234370122a889772197e2cfef,Extract And Move Method,1964,1924,621,774,527,0
de5b587e3c5de851aea9acf6d459d848552451fa,Extract Method,1962,53,15,1237,569,0
63b0ad6d10e7e58fd6e4e4a06945a2b182ca61a4,Extract Method,1956,87,48,13083,2187,0
b1ebfd5764fece302bf2e425d98acdddb64ef808,Push Down Attribute,1926,507,414,18354,8346,0
b1ebfd5764fece302bf2e425d98acdddb64ef808,Move Attribute,1926,507,414,18354,8346,0
b1ebfd5764fece302bf2e425d98acdddb64ef808,Move Method,1926,507,414,18354,8346,0
0efe9cc331669dd5d88516b45e26637b6a9caa7c,Extract Method,1863,110,41,18813,11854,0
559eb89425c1f339018340aef043489d5dcf60aa,Extract Method,1850,17,9,18877,11895,0
7fad5ebfe25fe8a759f890114dd5c3cc8a2c47f3,Extract Method,1814,516,57,18403,11859,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Rename Class,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Move Attribute,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Push Down Attribute,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Extract Method,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Inline Method,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Rename Method,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Move Method,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Extract And Move Method,1808,11933,1666,6547,10241,0
e0f764dff72dfeed9e7f33e5d48e195946accb74,Push Down Method,1808,11933,1666,6547,10241,0
bc5aa3036c2c190a9c1fbfa608b1ab88acd3dc0a,Move Attribute,1745,5778,6573,1690,3890,0
bc5aa3036c2c190a9c1fbfa608b1ab88acd3dc0a,Extract Superclass,1745,5778,6573,1690,3890,0
bc5aa3036c2c190a9c1fbfa608b1ab88acd3dc0a,Extract Method,1745,5778,6573,1690,3890,0
bc5aa3036c2c190a9c1fbfa608b1ab88acd3dc0a,Pull Up Method,1745,5778,6573,1690,3890,0
bc5aa3036c2c190a9c1fbfa608b1ab88acd3dc0a,Move Method,1745,5778,6573,1690,3890,0
627e6cd1c12277b018c3ff91e86c873731a52b59,Rename Class,1744,569,3549,1827,502,0
627e6cd1c12277b018c3ff91e86c873731a52b59,Move Attribute,1744,569,3549,1827,502,0
46bc48a2416857a1529c61f64c1d5e7f70597dfa,Extract Method,1673,81,50,6806,828,0
08f2abb0b0ebca0d85ee1bfb761373195be9f18a,Extract Method,1657,42,21,7140,5867,0
62d719a038a47f31c11576f8196308174a2ee939,Extract Method,1614,77,48,13200,5993,0
62d719a038a47f31c11576f8196308174a2ee939,Rename Method,1614,77,48,13200,5993,0
4bb56f8e41e63eb3acf4e1aab39b090e7091ae58,Move Attribute,1610,921,222,17339,6147,0
4bb56f8e41e63eb3acf4e1aab39b090e7091ae58,Extract Superclass,1610,921,222,17339,6147,0
4bb56f8e41e63eb3acf4e1aab39b090e7091ae58,Pull Up Method,1610,921,222,17339,6147,0
4bb56f8e41e63eb3acf4e1aab39b090e7091ae58,Move Method,1610,921,222,17339,6147,0
f64df86d3277f8b51492535207868963ee5dbd16,Extract Method,1608,706,161,16704,6004,0
3d144baac3a8b341d77495d0a0582e50729091a1,Rename Method,1605,5060,376,11986,5697,0
3d144baac3a8b341d77495d0a0582e50729091a1,Extract Method,1605,5060,376,11986,5697,0
3d144baac3a8b341d77495d0a0582e50729091a1,Pull Up Method,1605,5060,376,11986,5697,0
3d144baac3a8b341d77495d0a0582e50729091a1,Move Method,1605,5060,376,11986,5697,0
438f685ff298ec313fb073423af3c2b08a41edfb,Rename Method,1605,376,5060,11678,694,0
438f685ff298ec313fb073423af3c2b08a41edfb,Inline Method,1605,376,5060,11678,694,0
438f685ff298ec313fb073423af3c2b08a41edfb,Extract Method,1605,376,5060,11678,694,0
438f685ff298ec313fb073423af3c2b08a41edfb,Push Down Method,1605,376,5060,11678,694,0
70a2f9cebfe2038750959c55651a76aebb2c8867,Move Class,1605,6137,174,5988,676,0
70a2f9cebfe2038750959c55651a76aebb2c8867,Rename Class,1605,6137,174,5988,676,0
b23e17d07ef8be38b3439eaf054b669b9f435441,Rename Method,1605,5060,376,1058,625,0
b23e17d07ef8be38b3439eaf054b669b9f435441,Extract Method,1605,5060,376,1058,625,0
b23e17d07ef8be38b3439eaf054b669b9f435441,Pull Up Method,1605,5060,376,1058,625,0
b23e17d07ef8be38b3439eaf054b669b9f435441,Move Method,1605,5060,376,1058,625,0
838dc4f456da9ed253b3eede90860dfb9c6a046a,Extract Method,1603,71,18,1087,712,0
3a65605608e447feaf98a063d45a7c11b0b6f190,Extract Method,1600,342,69,17742,3046,0
0a2d7673f1bd3907ef9ef0f9330cb640d3b288f8,Extract Method,1596,68,57,18041,3208,0
4baa37d5eea6ff5709e9b27f2e3414d8c3a27005,Move Class,1595,447,156,18731,3212,0
4baa37d5eea6ff5709e9b27f2e3414d8c3a27005,Extract Method,1595,447,156,18731,3212,0
d5ebb33d6e59c9de81050593ec398aba68624db5,Rename Method,1523,130,325,20058,2956,0
d5ebb33d6e59c9de81050593ec398aba68624db5,Inline Method,1523,130,325,20058,2956,0
959cc0744bccfae9502c57e8409fa5856081adbb,Extract Method,1511,100,105,20599,3233,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Move Class,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Rename Class,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Extract Superclass,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Extract Method,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Pull Up Method,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Pull Up Attribute,1509,16997,2403,3815,949,0
49b166a64c63ac478584a2a4a98d36cb964bcc10,Push Down Method,1509,16997,2403,3815,949,0
29cea1762c4e7b5b49d64ee8b6354ccd45327394,Extract Superclass,1483,367,219,6880,898,0
29cea1762c4e7b5b49d64ee8b6354ccd45327394,Rename Method,1483,367,219,6880,898,0
7e77670cfcbb28c7e71f4ba5255d776ef8e8ae28,Extract And Move Method,1474,1137,160,5784,770,0
14259e3f5a9273219374ea9c74008f8e67cbd22c,Move Method,1468,1457,69,4423,759,0
2c46850987c1b7c044d71489fa0fa367c5fa768a,Extract Method,1363,641,382,3853,467,0
ac9c7fe2ff22ba07306f032253e00b52960945a5,Inline Method,1241,213,119,3718,406,0
ac9c7fe2ff22ba07306f032253e00b52960945a5,Extract Method,1241,213,119,3718,406,0
ac9c7fe2ff22ba07306f032253e00b52960945a5,Move Method,1241,213,119,3718,406,0
631cb1e25d02ba0c42bb2164d66a94acea3b3362,Extract Method,1240,3432,168,874,643,0
f13782378b92e58ec20c19fb48e31430195cee72,Extract Method,1211,41,32,986,622,0
1616eb2076a9851da359934af7344e5b6f401a2d,Rename Method,1169,96,58,1082,686,0
814a758b88fa1408d8e57e1cc570f85bd583046b,Extract Method,1149,71,90,1157,597,0
e471829ad6d6120250b97e6c1386c3b7035470e2,Extract And Move Method,1130,78,58,1841,634,0
9ea7423eef33d4f0fcc2a325d061608d90ded379,Extract Method,1125,588,405,1518,322,0
6ac07274295e5fabddf17804d9389686cccce7d6,Extract And Move Method,1117,153,11,2055,1051,0
13cd60506829d567303c41a0c5f8262b27602abd,Extract Method,1111,192,122,1994,975,0
a5d4e2f8e34c3a8216f7ab21d22f465932292cdb,Extract Method,1102,146,1,1942,1255,0
0acf6bab4a9cbf3e9f0874cf6324cd54738859bd,Extract Method,1089,762,95,1711,1214,0
0acf6bab4a9cbf3e9f0874cf6324cd54738859bd,Move Method,1089,762,95,1711,1214,0
e617d09cf0c7c27346ccc140c09dc1855d87315c,Extract Method,1075,265,93,1487,1154,0
b4d87ac742025bc7ed2ccb8f803ffda701a8f944,Move Attribute,1071,690,740,2134,795,0
b4d87ac742025bc7ed2ccb8f803ffda701a8f944,Rename Method,1071,690,740,2134,795,0
b4d87ac742025bc7ed2ccb8f803ffda701a8f944,Extract Method,1071,690,740,2134,795,0
5dbf979ade3458706a6262acb04d15784fd10ceb,Extract Superclass,1060,131,46,3456,1540,0
85ffdd5f1f655d6102f49a89f3a11896fa6fcf78,Extract Method,1055,94,281,3406,1272,0
fb849db429f086202594817f5b61c3fdc1bd99a6,Extract And Move Method,1047,531,54,3072,1237,0
876bcd48ddf3ed440f59eed29c1e0d391735d4a8,Extract Method,1024,41,33,3880,1590,0
91ea3ed97ed579b10efd76e8f77faba8947673c7,Extract Superclass,1018,1337,381,3364,1504,0
91ea3ed97ed579b10efd76e8f77faba8947673c7,Move Attribute,1018,1337,381,3364,1504,0
91ea3ed97ed579b10efd76e8f77faba8947673c7,Rename Method,1018,1337,381,3364,1504,0
91ea3ed97ed579b10efd76e8f77faba8947673c7,Extract Method,1018,1337,381,3364,1504,0
91ea3ed97ed579b10efd76e8f77faba8947673c7,Move Method,1018,1337,381,3364,1504,0
555f41e6ae7a83b0c6d2fd5b62c683f132f9e778,Extract Method,1012,1453,791,2028,738,0
8a8db040471d03aa0af6742c5a7a9c3a43761848,Move Attribute,1011,44,13,2674,1122,0
81b27ca7cd6b47da372747c9918c7e77118fba60,Extract Method,1011,197,19,2771,1326,0
ad2cbb76e2a2754c89ba98a35cb4a6ce17850ae6,Move Attribute,1011,849,386,2349,1001,0
ad2cbb76e2a2754c89ba98a35cb4a6ce17850ae6,Extract Method,1011,849,386,2349,1001,0
163aaf36e1cc8e76cbffb9e2b0934db6be638762,Extract Method,1010,821,295,1531,709,0
288f0c4c56c50a8dc85de4fe0a6298669ef861eb,Rename Method,1009,117,25,2404,1532,0
495905536b9ccea4283a9a8b6d875f241719e6f3,Move Class,1007,690,397,1898,1243,0
495905536b9ccea4283a9a8b6d875f241719e6f3,Move Attribute,1007,690,397,1898,1243,0
495905536b9ccea4283a9a8b6d875f241719e6f3,Rename Method,1007,690,397,1898,1243,0
495905536b9ccea4283a9a8b6d875f241719e6f3,Move Method,1007,690,397,1898,1243,0
8962ae8be37f4798094b9e2b16572cd2410c557a,Inline Method,1006,294,223,1758,1168,0
e282592cec7da72edc12b6a17a7003c7a9e000f3,Extract Method,1005,427,61,1814,1344,0
5657217d265f778a37f8672e47e2817f544e4cc1,Move Class,1003,3,3,2139,1543,0
e74fdd6c9d2fbac3ef12e80bcf332c29111d6ec0,Extract Superclass,1003,990,848,2117,938,0
e74fdd6c9d2fbac3ef12e80bcf332c29111d6ec0,Pull Up Method,1003,990,848,2117,938,0
e74fdd6c9d2fbac3ef12e80bcf332c29111d6ec0,Pull Up Attribute,1003,990,848,2117,938,0
4ba2b10be10d54a947ca206a8e97b5070ca41bc2,Move Attribute,991,184,108,2058,1117,0
0108acc1e95bff9937099ea6131e00ea4aad301f,Extract Superclass,989,154,148,2004,1009,0
0108acc1e95bff9937099ea6131e00ea4aad301f,Pull Up Method,989,154,148,2004,1009,0
b92adcdd2d6f1be3e229830b3ba75468a4db87a0,Extract Method,983,483,237,10591,1014,0
c600e0b66a11a45538c42dd6e17fe96e34b3451c,Extract Method,969,328,202,10954,942,0
1c71f61461fbd3845bd5a6eab670b7f0e5edeadb,Move Class,899,968,243,10507,884,0
eb6b32c076d6018529b03f2f1ccd76cc0bc5c45f,Rename Method,894,125,287,13160,645,0
59355ae1e6385340a4fc005ddc50c71bd637937b,Extract Method,885,100,40,13528,710,0
bad15153632634f348d00e39305da886c2b4d840,Move Class,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Extract Superclass,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Extract Interface,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Move Attribute,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Inline Method,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Pull Up Method,884,9070,242,4481,476,0
bad15153632634f348d00e39305da886c2b4d840,Pull Up Attribute,884,9070,242,4481,476,0
630e5773a6787dd7810f3a763dd499a78b8c6644,Extract Method,876,691,130,4021,423,0
8ec02513ee98fad34f828a486522267bb1241767,Rename Method,872,521,185,3696,389,0
b36f4d2b243eb96616174503dd76a9bc0cd7fbf9,Extract Superclass,871,2778,48,1455,369,0
ec39fecafa04b8b97c8ec1e4f5ad4954ec2b4352,Rename Class,860,468,105,1138,281,0
265bf6f7fad52a9ec6793938e0755296e35e8b29,Extract Method,792,23,8,1680,435,0
abf2c15ed196d35fb29ea808a634b2ec143888a9,Extract Method,778,231,77,1729,669,0
6cdbd6ecd44ad37d67618fdef8a3bddc8d960091,Rename Method,775,196,151,1611,563,0
6cdbd6ecd44ad37d67618fdef8a3bddc8d960091,Move Method,775,196,151,1611,563,0
6cdbd6ecd44ad37d67618fdef8a3bddc8d960091,Extract And Move Method,775,196,151,1611,563,0
1b9e0e0ae89fb9f0022c5527c475849fb8999c60,Extract Method,772,537,28,1329,597,0
00f2bcf08c4561638fe469f217860d9a3b2b1e0f,Extract Method,724,151,17,2001,608,0
01311347a58bde050d79f9d2f5ff7921c3da9edf,Extract Method,717,565,162,1772,477,0
93923dc09bdec7c8d24e7fc5a66d3eae64787c71,Rename Method,680,280,311,2366,268,0
93923dc09bdec7c8d24e7fc5a66d3eae64787c71,Inline Method,680,280,311,2366,268,0
5802ed855e37a239e4eb35ca31dc247dfc21fd8c,Extract Method,662,78,45,2358,230,0
9d856cecde06c72b84f9033de96130ef34119a44,Extract Method,661,255,62,2322,265,0
73f9df71d11604361effd84ee937d1318b1c5d93,Extract Method,648,823,28,1708,254,0
8e573a44674a16cf64083df346b8c001dd3c4ff3,Inline Method,648,336,31,1454,230,0
8e573a44674a16cf64083df346b8c001dd3c4ff3,Push Down Method,648,336,31,1454,230,0
68382facca1581dfdb43a5f09cfd60d5bcc8af2a,Move Attribute,646,874,102,718,131,0
68382facca1581dfdb43a5f09cfd60d5bcc8af2a,Extract Method,646,874,102,718,131,0
af7a975432a234b53270e591c807c43f9816e7a9,Rename Class,634,70,7,998,163,0
d143e4695c5e6310ee83006642a440dbae605d0a,Move Class,634,219,97,2213,1759,0
d143e4695c5e6310ee83006642a440dbae605d0a,Extract Superclass,634,219,97,2213,1759,0
d143e4695c5e6310ee83006642a440dbae605d0a,Pull Up Attribute,634,219,97,2213,1759,0
03bea9033f2e9ab9962bd7276b417598a1ff1bdc,Extract Method,628,209,17,2527,1981,0
cb75af116c1e02df58e867d2b229a458621b883c,Extract Method,625,82,7,2591,2075,0
554c67b95505b933aefc0ad88d74727007f6fbee,Extract Method,625,138,3,3082,2424,0
0597faf90ee93b5d38a59868f05532f3f0157644,Extract Method,624,350,39,2971,2503,0
b3bfbdc9cdab85ed31fcac017fd38c721cc6713e,Extract Superclass,612,1434,1693,4393,3842,0
b3bfbdc9cdab85ed31fcac017fd38c721cc6713e,Rename Method,612,1434,1693,4393,3842,0
b3bfbdc9cdab85ed31fcac017fd38c721cc6713e,Extract Method,612,1434,1693,4393,3842,0
b3bfbdc9cdab85ed31fcac017fd38c721cc6713e,Pull Up Method,612,1434,1693,4393,3842,0
b3bfbdc9cdab85ed31fcac017fd38c721cc6713e,Pull Up Attribute,612,1434,1693,4393,3842,0
e78b49ff72a4f460cbcd80f30569d3bb04435f2d,Move Attribute,578,523,239,6488,4301,0
e78b49ff72a4f460cbcd80f30569d3bb04435f2d,Move Method,578,523,239,6488,4301,0
0dc0f72ee298bd0963c840c3b1c2e1a2646c5efe,Rename Method,578,146,101,6613,4254,0
d0b373b9189c2fc768cafd826c1a27953f50e773,Extract Method,576,629,352,11084,3925,0
d0b373b9189c2fc768cafd826c1a27953f50e773,Rename Method,576,629,352,11084,3925,0
1a49be3f50f6194609d79ec26e3179791c7470f8,Extract Method,568,239,118,10987,3886,0
2c40753f4f869f903f08da922a26693f6be89c2b,Move Class,565,2856,3032,9933,1887,0
3775526a033e6bf35aca546a6f09b0e23bd6bca2,Move Class,561,2618,698,7662,1336,0
3775526a033e6bf35aca546a6f09b0e23bd6bca2,Extract Superclass,561,2618,698,7662,1336,0
3775526a033e6bf35aca546a6f09b0e23bd6bca2,Pull Up Method,561,2618,698,7662,1336,0
3775526a033e6bf35aca546a6f09b0e23bd6bca2,Pull Up Attribute,561,2618,698,7662,1336,0
7e91d52bf0a0a956940323d667f833ec5b7f056b,Extract Method,558,271,54,9162,1791,0
5efb54b936226a2b980fa6ac80fdabe9f9466e08,Extract Method,555,5100,23,4476,2799,0
6a779e0c1c58be7506dcdd2f6f8ba78b50c42fea,Move Attribute,551,142,79,4376,2772,0
58e1767c44a0b411c0031904dc24c1ba97904406,Move Attribute,550,1802,1033,2888,1826,0
58e1767c44a0b411c0031904dc24c1ba97904406,Rename Method,550,1802,1033,2888,1826,0
58e1767c44a0b411c0031904dc24c1ba97904406,Inline Method,550,1802,1033,2888,1826,0
